SNO,Values,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Value 11,Value 12,Value 13
802,192725.7188,192744.2252,192762.7317,192781.2381,192799.7445,192818.2509,192836.7573,192855.2637,192873.7701,192892.2765,192910.7829,192929.2893,192947.7957
803,192966.3021,192984.8085,193003.3149,193021.8213,193040.3278,193058.8342,193077.3406,193095.847,193114.3534,193132.8598,193151.3662,193169.8726,193188.379
804,193206.8854,193225.3918,193243.8982,193262.4046,193280.911,193299.4174,193317.9239,193336.4303,193354.9367,193373.4431,193391.9495,193410.4559,193428.9623
805,193447.4687,193465.9751,193484.4815,193502.9879,193521.4943,193540.0007,193558.5071,193577.0135,193595.52,193614.0264,193632.5328,193651.0392,193669.5456
806,193688.052,193706.5584,193725.0648,193743.5712,193762.0776,193780.584,193799.0904,193817.5968,193836.1032,193854.6096,193873.1161,193891.6225,193910.1289
807,193928.6353,193947.1417,193965.6481,193984.1545,194002.6609,194021.1673,194039.6737,194058.1801,194076.6865,194095.1929,194113.6993,194132.2057,194150.7122
808,194169.2186,194187.725,194206.2314,194224.7378,194243.2442,194261.7506,194280.257,194298.7634,194317.2698,194335.7762,194354.2826,194372.789,194391.2954
809,194409.8018,194428.3083,194446.8147,194465.3211,194483.8275,194502.3339,194520.8403,194539.3467,194557.8531,194576.3595,194594.8659,194613.3723,194631.8787
810,194650.3851,194668.8915,194687.3979,194705.9044,194724.4108,194742.9172,194761.4236,194779.93,194798.4364,194816.9428,194835.4492,194853.9556,194872.462
811,194890.9684,194909.4748,194927.9812,194946.4876,194964.994,194983.5004,195002.0069,195020.5133,195039.0197,195057.5261,195076.0325,195094.5389,195113.0453
812,195131.5517,195150.0581,195168.5645,195187.0709,195205.5773,195224.0837,195242.5901,195261.0965,195279.603,195298.1094,195316.6158,195335.1222,195353.6286
813,195372.135,195390.6414,195409.1478,195427.6542,195446.1606,195464.667,195483.1734,195501.6798,195520.1862,195538.6926,195557.1991,195575.7055,195594.2119
814,195612.7183,195631.2247,195649.7311,195668.2375,195686.7439,195705.2503,195723.7567,195742.2631,195760.7695,195779.2759,195797.7823,195816.2887,195834.7952
815,195853.3016,195871.808,195890.3144,195908.8208,195927.3272,195945.8336,195964.34,195982.8464,196001.3528,196019.8592,196038.3656,196056.872,196075.3784
816,196093.8848,196112.3913,196130.8977,196149.4041,196167.9105,196186.4169,196204.9233,196223.4297,196241.9361,196260.4425,196278.9489,196297.4553,196315.9617
817,196334.4681,196352.9745,196371.4809,196389.9874,196408.4938,196427.0002,196445.5066,196464.013,196482.5194,196501.0258,196519.5322,196538.0386,196556.545
818,196575.0514,196593.5578,196612.0642,196630.5706,196649.077,196667.5835,196686.0899,196704.5963,196723.1027,196741.6091,196760.1155,196778.6219,196797.1283
819,196815.6347,196834.1411,196852.6475,196871.1539,196889.6603,196908.1667,196926.6731,196945.1796,196963.686,196982.1924,197000.6988,197019.2052,197037.7116
820,197056.218,197074.7244,197093.2308,197111.7372,197130.2436,197148.75,197167.2564,197185.7628,197204.2692,197222.7757,197241.2821,197259.7885,197278.2949
821,197296.8013,197315.3077,197333.8141,197352.3205,197370.8269,197389.3333,197407.8397,197426.3461,197444.8525,197463.3589,197481.8653,197500.3718,197518.8782
822,197537.3846,197555.891,197574.3974,197592.9038,197611.4102,197629.9166,197648.423,197666.9294,197685.4358,197703.9422,197722.4486,197740.955,197759.4614
823,197777.9679,197796.4743,197814.9807,197833.4871,197851.9935,197870.4999,197889.0063,197907.5127,197926.0191,197944.5255,197963.0319,197981.5383,198000.0447
824,198018.5511,198037.0575,198055.564,198074.0704,198092.5768,198111.0832,198129.5896,198148.096,198166.6024,198185.1088,198203.6152,198222.1216,198240.628
825,198259.1344,198277.6408,198296.1472,198314.6536,198333.1601,198351.6665,198370.1729,198388.6793,198407.1857,198425.6921,198444.1985,198462.7049,198481.2113
826,198499.7177,198518.2241,198536.7305,198555.2369,198573.7433,198592.2497,198610.7562,198629.2626,198647.769,198666.2754,198684.7818,198703.2882,198721.7946
827,198740.301,198758.8074,198777.3138,198795.8202,198814.3266,198832.833,198851.3394,198869.8458,198888.3523,198906.8587,198925.3651,198943.8715,198962.3779
828,198980.8843,198999.3907,199017.8971,199036.4035,199054.9099,199073.4163,199091.9227,199110.4291,199128.9355,199147.4419,199165.9484,199184.4548,199202.9612
829,199221.4676,199239.974,199258.4804,199276.9868,199295.4932,199313.9996,199332.506,199351.0124,199369.5188,199388.0252,199406.5316,199425.038,199443.5445
830,199462.0509,199480.5573,199499.0637,199517.5701,199536.0765,199554.5829,199573.0893,199591.5957,199610.1021,199628.6085,199647.1149,199665.6213,199684.1277
831,199702.6341,199721.1406,199739.647,199758.1534,199776.6598,199795.1662,199813.6726,199832.179,199850.6854,199869.1918,199887.6982,199906.2046,199924.711
832,199943.2174,199961.7238,199980.2302,199998.7367,200017.2431,200035.7495,200054.2559,200072.7623,200091.2687,200109.7751,200128.2815,200146.7879,200165.2943
833,200183.8007,200202.3071,200220.8135,200239.3199,200257.8263,200276.3328,200294.8392,200313.3456,200331.852,200350.3584,200368.8648,200387.3712,200405.8776
834,200424.384,200442.8904,200461.3968,200479.9032,200498.4096,200516.916,200535.4224,200553.9289,200572.4353,200590.9417,200609.4481,200627.9545,200646.4609
835,200664.9673,200683.4737,200701.9801,200720.4865,200738.9929,200757.4993,200776.0057,200794.5121,200813.0185,200831.525,200850.0314,200868.5378,200887.0442
836,200905.5506,200924.057,200942.5634,200961.0698,200979.5762,200998.0826,201016.589,201035.0954,201053.6018,201072.1082,201090.6146,201109.1211,201127.6275
837,201146.1339,201164.6403,201183.1467,201201.6531,201220.1595,201238.6659,201257.1723,201275.6787,201294.1851,201312.6915,201331.1979,201349.7043,201368.2107
838,201386.7172,201405.2236,201423.73,201442.2364,201460.7428,201479.2492,201497.7556,201516.262,201534.7684,201553.2748,201571.7812,201590.2876,201608.794
839,201627.3004,201645.8068,201664.3133,201682.8197,201701.3261,201719.8325,201738.3389,201756.8453,201775.3517,201793.8581,201812.3645,201830.8709,201849.3773
840,201867.8837,201886.3901,201904.8965,201923.4029,201941.9093,201960.4158,201978.9222,201997.4286,202015.935,202034.4414,202052.9478,202071.4542,202089.9606
841,202108.467,202126.9734,202145.4798,202163.9862,202182.4926,202200.999,202219.5054,202238.0119,202256.5183,202275.0247,202293.5311,202312.0375,202330.5439
842,202349.0503,202367.5567,202386.0631,202404.5695,202423.0759,202441.5823,202460.0887,202478.5951,202497.1015,202515.608,202534.1144,202552.6208,202571.1272
843,202589.6336,202608.14,202626.6464,202645.1528,202663.6592,202682.1656,202700.672,202719.1784,202737.6848,202756.1912,202774.6976,202793.2041,202811.7105
844,202830.2169,202848.7233,202867.2297,202885.7361,202904.2425,202922.7489,202941.2553,202959.7617,202978.2681,202996.7745,203015.2809,203033.7873,203052.2937
845,203070.8002,203089.3066,203107.813,203126.3194,203144.8258,203163.3322,203181.8386,203200.345,203218.8514,203237.3578,203255.8642,203274.3706,203292.877
846,203311.3834,203329.8898,203348.3963,203366.9027,203385.4091,203403.9155,203422.4219,203440.9283,203459.4347,203477.9411,203496.4475,203514.9539,203533.4603
847,203551.9667,203570.4731,203588.9795,203607.4859,203625.9924,203644.4988,203663.0052,203681.5116,203700.018,203718.5244,203737.0308,203755.5372,203774.0436
848,203792.55,203811.0564,203829.5628,203848.0692,203866.5756,203885.082,203903.5885,203922.0949,203940.6013,203959.1077,203977.6141,203996.1205,204014.6269
849,204033.1333,204051.6397,204070.1461,204088.6525,204107.1589,204125.6653,204144.1717,204162.6781,204181.1846,204199.691,204218.1974,204236.7038,204255.2102
850,204273.7166,204292.223,204310.7294,204329.2358,204347.7422,204366.2486,204384.755,204403.2614,204421.7678,204440.2742,204458.7807,204477.2871,204495.7935
851,204514.2999,204532.8063,204551.3127,204569.8191,204588.3255,204606.8319,204625.3383,204643.8447,204662.3511,204680.8575,204699.3639,204717.8703,204736.3768
852,204754.8832,204773.3896,204791.896,204810.4024,204828.9088,204847.4152,204865.9216,204884.428,204902.9344,204921.4408,204939.9472,204958.4536,204976.96
853,204995.4664,205013.9729,205032.4793,205050.9857,205069.4921,205087.9985,205106.5049,205125.0113,205143.5177,205162.0241,205180.5305,205199.0369,205217.5433
854,205236.0497,205254.5561,205273.0625,205291.569,205310.0754,205328.5818,205347.0882,205365.5946,205384.101,205402.6074,205421.1138,205439.6202,205458.1266
855,205476.633,205495.1394,205513.6458,205532.1522,205550.6586,205569.1651,205587.6715,205606.1779,205624.6843,205643.1907,205661.6971,205680.2035,205698.7099
856,205717.2163,205735.7227,205754.2291,205772.7355,205791.2419,205809.7483,205828.2547,205846.7612,205865.2676,205883.774,205902.2804,205920.7868,205939.2932
857,205957.7996,205976.306,205994.8124,206013.3188,206031.8252,206050.3316,206068.838,206087.3444,206105.8508,206124.3573,206142.8637,206161.3701,206179.8765
858,206198.3829,206216.8893,206235.3957,206253.9021,206272.4085,206290.9149,206309.4213,206327.9277,206346.4341,206364.9405,206383.4469,206401.9534,206420.4598
859,206438.9662,206457.4726,206475.979,206494.4854,206512.9918,206531.4982,206550.0046,206568.511,206587.0174,206605.5238,206624.0302,206642.5366,206661.043
860,206679.5495,206698.0559,206716.5623,206735.0687,206753.5751,206772.0815,206790.5879,206809.0943,206827.6007,206846.1071,206864.6135,206883.1199,206901.6263
861,206920.1327,206938.6391,206957.1456,206975.652,206994.1584,207012.6648,207031.1712,207049.6776,207068.184,207086.6904,207105.1968,207123.7032,207142.2096
862,207160.716,207179.2224,207197.7288,207216.2352,207234.7417,207253.2481,207271.7545,207290.2609,207308.7673,207327.2737,207345.7801,207364.2865,207382.7929
863,207401.2993,207419.8057,207438.3121,207456.8185,207475.3249,207493.8313,207512.3378,207530.8442,207549.3506,207567.857,207586.3634,207604.8698,207623.3762
864,207641.8826,207660.389,207678.8954,207697.4018,207715.9082,207734.4146,207752.921,207771.4274,207789.9339,207808.4403,207826.9467,207845.4531,207863.9595
865,207882.4659,207900.9723,207919.4787,207937.9851,207956.4915,207974.9979,207993.5043,208012.0107,208030.5171,208049.0235,208067.53,208086.0364,208104.5428
866,208123.0492,208141.5556,208160.062,208178.5684,208197.0748,208215.5812,208234.0876,208252.594,208271.1004,208289.6068,208308.1132,208326.6196,208345.1261
867,208363.6325,208382.1389,208400.6453,208419.1517,208437.6581,208456.1645,208474.6709,208493.1773,208511.6837,208530.1901,208548.6965,208567.2029,208585.7093
868,208604.2157,208622.7221,208641.2286,208659.735,208678.2414,208696.7478,208715.2542,208733.7606,208752.267,208770.7734,208789.2798,208807.7862,208826.2926
869,208844.799,208863.3054,208881.8118,208900.3182,208918.8247,208937.3311,208955.8375,208974.3439,208992.8503,209011.3567,209029.8631,209048.3695,209066.8759
870,209085.3823,209103.8887,209122.3951,209140.9015,209159.4079,209177.9143,209196.4208,209214.9272,209233.4336,209251.94,209270.4464,209288.9528,209307.4592
871,209325.9656,209344.472,209362.9784,209381.4848,209399.9912,209418.4976,209437.004,209455.5104,209474.0169,209492.5233,209511.0297,209529.5361,209548.0425
872,209566.5489,209585.0553,209603.5617,209622.0681,209640.5745,209659.0809,209677.5873,209696.0937,209714.6001,209733.1065,209751.613,209770.1194,209788.6258
873,209807.1322,209825.6386,209844.145,209862.6514,209881.1578,209899.6642,209918.1706,209936.677,209955.1834,209973.6898,209992.1962,210010.7026,210029.2091
874,210047.7155,210066.2219,210084.7283,210103.2347,210121.7411,210140.2475,210158.7539,210177.2603,210195.7667,210214.2731,210232.7795,210251.2859,210269.7923
875,210288.2987,210306.8052,210325.3116,210343.818,210362.3244,210380.8308,210399.3372,210417.8436,210436.35,210454.8564,210473.3628,210491.8692,210510.3756
876,210528.882,210547.3884,210565.8948,210584.4013,210602.9077,210621.4141,210639.9205,210658.4269,210676.9333,210695.4397,210713.9461,210732.4525,210750.9589
877,210769.4653,210787.9717,210806.4781,210824.9845,210843.4909,210861.9974,210880.5038,210899.0102,210917.5166,210936.023,210954.5294,210973.0358,210991.5422
878,211010.0486,211028.555,211047.0614,211065.5678,211084.0742,211102.5806,211121.087,211139.5935,211158.0999,211176.6063,211195.1127,211213.6191,211232.1255
879,211250.6319,211269.1383,211287.6447,211306.1511,211324.6575,211343.1639,211361.6703,211380.1767,211398.6831,211417.1896,211435.696,211454.2024,211472.7088
880,211491.2152,211509.7216,211528.228,211546.7344,211565.2408,211583.7472,211602.2536,211620.76,211639.2664,211657.7728,211676.2792,211694.7857,211713.2921
881,211731.7985,211750.3049,211768.8113,211787.3177,211805.8241,211824.3305,211842.8369,211861.3433,211879.8497,211898.3561,211916.8625,211935.3689,211953.8753
882,211972.3818,211990.8882,212009.3946,212027.901,212046.4074,212064.9138,212083.4202,212101.9266,212120.433,212138.9394,212157.4458,212175.9522,212194.4586
883,212212.965,212231.4714,212249.9779,212268.4843,212286.9907,212305.4971,212324.0035,212342.5099,212361.0163,212379.5227,212398.0291,212416.5355,212435.0419
884,212453.5483,212472.0547,212490.5611,212509.0675,212527.574,212546.0804,212564.5868,212583.0932,212601.5996,212620.106,212638.6124,212657.1188,212675.6252
885,212694.1316,212712.638,212731.1444,212749.6508,212768.1572,212786.6636,212805.1701,212823.6765,212842.1829,212860.6893,212879.1957,212897.7021,212916.2085
886,212934.7149,212953.2213,212971.7277,212990.2341,213008.7405,213027.2469,213045.7533,213064.2597,213082.7662,213101.2726,213119.779,213138.2854,213156.7918
887,213175.2982,213193.8046,213212.311,213230.8174,213249.3238,213267.8302,213286.3366,213304.843,213323.3494,213341.8558,213360.3623,213378.8687,213397.3751
888,213415.8815,213434.3879,213452.8943,213471.4007,213489.9071,213508.4135,213526.9199,213545.4263,213563.9327,213582.4391,213600.9455,213619.4519,213637.9584
889,213656.4648,213674.9712,213693.4776,213711.984,213730.4904,213748.9968,213767.5032,213786.0096,213804.516,213823.0224,213841.5288,213860.0352,213878.5416
890,213897.048,213915.5545,213934.0609,213952.5673,213971.0737,213989.5801,214008.0865,214026.5929,214045.0993,214063.6057,214082.1121,214100.6185,214119.1249
891,214137.6313,214156.1377,214174.6441,214193.1506,214211.657,214230.1634,214248.6698,214267.1762,214285.6826,214304.189,214322.6954,214341.2018,214359.7082
892,214378.2146,214396.721,214415.2274,214433.7338,214452.2402,214470.7467,214489.2531,214507.7595,214526.2659,214544.7723,214563.2787,214581.7851,214600.2915
893,214618.7979,214637.3043,214655.8107,214674.3171,214692.8235,214711.3299,214729.8363,214748.3428,214766.8492,214785.3556,214803.862,214822.3684,214840.8748
894,214859.3812,214877.8876,214896.394,214914.9004,214933.4068,214951.9132,214970.4196,214988.926,215007.4324,215025.9389,215044.4453,215062.9517,215081.4581
895,215099.9645,215118.4709,215136.9773,215155.4837,215173.9901,215192.4965,215211.0029,215229.5093,215248.0157,215266.5221,215285.0285,215303.535,215322.0414
896,215340.5478,215359.0542,215377.5606,215396.067,215414.5734,215433.0798,215451.5862,215470.0926,215488.599,215507.1054,215525.6118,215544.1182,215562.6246
897,215581.131,215599.6375,215618.1439,215636.6503,215655.1567,215673.6631,215692.1695,215710.6759,215729.1823,215747.6887,215766.1951,215784.7015,215803.2079
898,215821.7143,215840.2207,215858.7271,215877.2336,215895.74,215914.2464,215932.7528,215951.2592,215969.7656,215988.272,216006.7784,216025.2848,216043.7912
899,216062.2976,216080.804,216099.3104,216117.8168,216136.3232,216154.8297,216173.3361,216191.8425,216210.3489,216228.8553,216247.3617,216265.8681,216284.3745
900,216302.8809,216321.3873,216339.8937,216358.4001,216376.9065,216395.4129,216413.9193,216432.4258,216450.9322,216469.4386,216487.945,216506.4514,216524.9578
901,216543.4642,216561.9706,216580.477,216598.9834,216617.4898,216635.9962,216654.5026,216673.009,216691.5154,216710.0219,216728.5283,216747.0347,216765.5411
902,216784.0475,216802.5539,216821.0603,216839.5667,216858.0731,216876.5795,216895.0859,216913.5923,216932.0987,216950.6051,216969.1115,216987.618,217006.1244
903,217024.6308,217043.1372,217061.6436,217080.15,217098.6564,217117.1628,217135.6692,217154.1756,217172.682,217191.1884,217209.6948,217228.2012,217246.7076
904,217265.2141,217283.7205,217302.2269,217320.7333,217339.2397,217357.7461,217376.2525,217394.7589,217413.2653,217431.7717,217450.2781,217468.7845,217487.2909
905,217505.7973,217524.3037,217542.8102,217561.3166,217579.823,217598.3294,217616.8358,217635.3422,217653.8486,217672.355,217690.8614,217709.3678,217727.8742
906,217746.3806,217764.887,217783.3934,217801.8998,217820.4063,217838.9127,217857.4191,217875.9255,217894.4319,217912.9383,217931.4447,217949.9511,217968.4575
907,217986.9639,218005.4703,218023.9767,218042.4831,218060.9895,218079.4959,218098.0024,218116.5088,218135.0152,218153.5216,218172.028,218190.5344,218209.0408
908,218227.5472,218246.0536,218264.56,218283.0664,218301.5728,218320.0792,218338.5856,218357.092,218375.5985,218394.1049,218412.6113,218431.1177,218449.6241
909,218468.1305,218486.6369,218505.1433,218523.6497,218542.1561,218560.6625,218579.1689,218597.6753,218616.1817,218634.6881,218653.1946,218671.701,218690.2074
910,218708.7138,218727.2202,218745.7266,218764.233,218782.7394,218801.2458,218819.7522,218838.2586,218856.765,218875.2714,218893.7778,218912.2842,218930.7907
911,218949.2971,218967.8035,218986.3099,219004.8163,219023.3227,219041.8291,219060.3355,219078.8419,219097.3483,219115.8547,219134.3611,219152.8675,219171.3739
912,219189.8803,219208.3868,219226.8932,219245.3996,219263.906,219282.4124,219300.9188,219319.4252,219337.9316,219356.438,219374.9444,219393.4508,219411.9572
913,219430.4636,219448.97,219467.4764,219485.9829,219504.4893,219522.9957,219541.5021,219560.0085,219578.5149,219597.0213,219615.5277,219634.0341,219652.5405
914,219671.0469,219689.5533,219708.0597,219726.5661,219745.0725,219763.579,219782.0854,219800.5918,219819.0982,219837.6046,219856.111,219874.6174,219893.1238
915,219911.6302,219930.1366,219948.643,219967.1494,219985.6558,220004.1622,220022.6686,220041.1751,220059.6815,220078.1879,220096.6943,220115.2007,220133.7071
916,220152.2135,220170.7199,220189.2263,220207.7327,220226.2391,220244.7455,220263.2519,220281.7583,220300.2647,220318.7712,220337.2776,220355.784,220374.2904
917,220392.7968,220411.3032,220429.8096,220448.316,220466.8224,220485.3288,220503.8352,220522.3416,220540.848,220559.3544,220577.8608,220596.3673,220614.8737
918,220633.3801,220651.8865,220670.3929,220688.8993,220707.4057,220725.9121,220744.4185,220762.9249,220781.4313,220799.9377,220818.4441,220836.9505,220855.4569
919,220873.9634,220892.4698,220910.9762,220929.4826,220947.989,220966.4954,220985.0018,221003.5082,221022.0146,221040.521,221059.0274,221077.5338,221096.0402
920,221114.5466,221133.053,221151.5595,221170.0659,221188.5723,221207.0787,221225.5851,221244.0915,221262.5979,221281.1043,221299.6107,221318.1171,221336.6235
921,221355.1299,221373.6363,221392.1427,221410.6491,221429.1556,221447.662,221466.1684,221484.6748,221503.1812,221521.6876,221540.194,221558.7004,221577.2068
922,221595.7132,221614.2196,221632.726,221651.2324,221669.7388,221688.2452,221706.7517,221725.2581,221743.7645,221762.2709,221780.7773,221799.2837,221817.7901
923,221836.2965,221854.8029,221873.3093,221891.8157,221910.3221,221928.8285,221947.3349,221965.8413,221984.3478,222002.8542,222021.3606,222039.867,222058.3734
924,222076.8798,222095.3862,222113.8926,222132.399,222150.9054,222169.4118,222187.9182,222206.4246,222224.931,222243.4374,222261.9438,222280.4503,222298.9567
925,222317.4631,222335.9695,222354.4759,222372.9823,222391.4887,222409.9951,222428.5015,222447.0079,222465.5143,222484.0207,222502.5271,222521.0335,222539.5399
926,222558.0464,222576.5528,222595.0592,222613.5656,222632.072,222650.5784,222669.0848,222687.5912,222706.0976,222724.604,222743.1104,222761.6168,222780.1232
927,222798.6296,222817.136,222835.6425,222854.1489,222872.6553,222891.1617,222909.6681,222928.1745,222946.6809,222965.1873,222983.6937,223002.2001,223020.7065
928,223039.2129,223057.7193,223076.2257,223094.7321,223113.2386,223131.745,223150.2514,223168.7578,223187.2642,223205.7706,223224.277,223242.7834,223261.2898
929,223279.7962,223298.3026,223316.809,223335.3154,223353.8218,223372.3282,223390.8347,223409.3411,223427.8475,223446.3539,223464.8603,223483.3667,223501.8731
930,223520.3795,223538.8859,223557.3923,223575.8987,223594.4051,223612.9115,223631.4179,223649.9243,223668.4308,223686.9372,223705.4436,223723.95,223742.4564
931,223760.9628,223779.4692,223797.9756,223816.482,223834.9884,223853.4948,223872.0012,223890.5076,223909.014,223927.5204,223946.0269,223964.5333,223983.0397
932,224001.5461,224020.0525,224038.5589,224057.0653,224075.5717,224094.0781,224112.5845,224131.0909,224149.5973,224168.1037,224186.6101,224205.1165,224223.623
933,224242.1294,224260.6358,224279.1422,224297.6486,224316.155,224334.6614,224353.1678,224371.6742,224390.1806,224408.687,224427.1934,224445.6998,224464.2062
934,224482.7126,224501.2191,224519.7255,224538.2319,224556.7383,224575.2447,224593.7511,224612.2575,224630.7639,224649.2703,224667.7767,224686.2831,224704.7895
935,224723.2959,224741.8023,224760.3087,224778.8152,224797.3216,224815.828,224834.3344,224852.8408,224871.3472,224889.8536,224908.36,224926.8664,224945.3728
936,224963.8792,224982.3856,225000.892,225019.3984,225037.9048,225056.4113,225074.9177,225093.4241,225111.9305,225130.4369,225148.9433,225167.4497,225185.9561
937,225204.4625,225222.9689,225241.4753,225259.9817,225278.4881,225296.9945,225315.5009,225334.0074,225352.5138,225371.0202,225389.5266,225408.033,225426.5394
938,225445.0458,225463.5522,225482.0586,225500.565,225519.0714,225537.5778,225556.0842,225574.5906,225593.097,225611.6035,225630.1099,225648.6163,225667.1227
939,225685.6291,225704.1355,225722.6419,225741.1483,225759.6547,225778.1611,225796.6675,225815.1739,225833.6803,225852.1867,225870.6931,225889.1996,225907.706
940,225926.2124,225944.7188,225963.2252,225981.7316,226000.238,226018.7444,226037.2508,226055.7572,226074.2636,226092.77,226111.2764,226129.7828,226148.2892
941,226166.7957,226185.3021,226203.8085,226222.3149,226240.8213,226259.3277,226277.8341,226296.3405,226314.8469,226333.3533,226351.8597,226370.3661,226388.8725
942,226407.3789,226425.8853,226444.3918,226462.8982,226481.4046,226499.911,226518.4174,226536.9238,226555.4302,226573.9366,226592.443,226610.9494,226629.4558
943,226647.9622,226666.4686,226684.975,226703.4814,226721.9879,226740.4943,226759.0007,226777.5071,226796.0135,226814.5199,226833.0263,226851.5327,226870.0391
944,226888.5455,226907.0519,226925.5583,226944.0647,226962.5711,226981.0775,226999.584,227018.0904,227036.5968,227055.1032,227073.6096,227092.116,227110.6224
945,227129.1288,227147.6352,227166.1416,227184.648,227203.1544,227221.6608,227240.1672,227258.6736,227277.1801,227295.6865,227314.1929,227332.6993,227351.2057
946,227369.7121,227388.2185,227406.7249,227425.2313,227443.7377,227462.2441,227480.7505,227499.2569,227517.7633,227536.2697,227554.7762,227573.2826,227591.789
947,227610.2954,227628.8018,227647.3082,227665.8146,227684.321,227702.8274,227721.3338,227739.8402,227758.3466,227776.853,227795.3594,227813.8658,227832.3723
948,227850.8787,227869.3851,227887.8915,227906.3979,227924.9043,227943.4107,227961.9171,227980.4235,227998.9299,228017.4363,228035.9427,228054.4491,228072.9555
949,228091.4619,228109.9684,228128.4748,228146.9812,228165.4876,228183.994,228202.5004,228221.0068,228239.5132,228258.0196,228276.526,228295.0324,228313.5388
950,228332.0452,228350.5516,228369.058,228387.5645,228406.0709,228424.5773,228443.0837,228461.5901,228480.0965,228498.6029,228517.1093,228535.6157,228554.1221
951,228572.6285,228591.1349,228609.6413,228628.1477,228646.6541,228665.1606,228683.667,228702.1734,228720.6798,228739.1862,228757.6926,228776.199,228794.7054
952,228813.2118,228831.7182,228850.2246,228868.731,228887.2374,228905.7438,228924.2502,228942.7567,228961.2631,228979.7695,228998.2759,229016.7823,229035.2887
953,229053.7951,229072.3015,229090.8079,229109.3143,229127.8207,229146.3271,229164.8335,229183.3399,229201.8463,229220.3527,229238.8592,229257.3656,229275.872
954,229294.3784,229312.8848,229331.3912,229349.8976,229368.404,229386.9104,229405.4168,229423.9232,229442.4296,229460.936,229479.4424,229497.9488,229516.4553
955,229534.9617,229553.4681,229571.9745,229590.4809,229608.9873,229627.4937,229646.0001,229664.5065,229683.0129,229701.5193,229720.0257,229738.5321,229757.0385
956,229775.5449,229794.0514,229812.5578,229831.0642,229849.5706,229868.077,229886.5834,229905.0898,229923.5962,229942.1026,229960.609,229979.1154,229997.6218
957,230016.1282,230034.6346,230053.141,230071.6475,230090.1539,230108.6603,230127.1667,230145.6731,230164.1795,230182.6859,230201.1923,230219.6987,230238.2051
958,230256.7115,230275.2179,230293.7243,230312.2307,230330.7371,230349.2436,230367.75,230386.2564,230404.7628,230423.2692,230441.7756,230460.282,230478.7884
959,230497.2948,230515.8012,230534.3076,230552.814,230571.3204,230589.8268,230608.3332,230626.8397,230645.3461,230663.8525,230682.3589,230700.8653,230719.3717
960,230737.8781,230756.3845,230774.8909,230793.3973,230811.9037,230830.4101,230848.9165,230867.4229,230885.9293,230904.4358,230922.9422,230941.4486,230959.955
961,230978.4614,230996.9678,231015.4742,231033.9806,231052.487,231070.9934,231089.4998,231108.0062,231126.5126,231145.019,231163.5254,231182.0319,231200.5383
962,231219.0447,231237.5511,231256.0575,231274.5639,231293.0703,231311.5767,231330.0831,231348.5895,231367.0959,231385.6023,231404.1087,231422.6151,231441.1215
963,231459.628,231478.1344,231496.6408,231515.1472,231533.6536,231552.16,231570.6664,231589.1728,231607.6792,231626.1856,231644.692,231663.1984,231681.7048
964,231700.2112,231718.7176,231737.2241,231755.7305,231774.2369,231792.7433,231811.2497,231829.7561,231848.2625,231866.7689,231885.2753,231903.7817,231922.2881
965,231940.7945,231959.3009,231977.8073,231996.3137,232014.8202,232033.3266,232051.833,232070.3394,232088.8458,232107.3522,232125.8586,232144.365,232162.8714
966,232181.3778,232199.8842,232218.3906,232236.897,232255.4034,232273.9098,232292.4163,232310.9227,232329.4291,232347.9355,232366.4419,232384.9483,232403.4547
967,232421.9611,232440.4675,232458.9739,232477.4803,232495.9867,232514.4931,232532.9995,232551.5059,232570.0124,232588.5188,232607.0252,232625.5316,232644.038
968,232662.5444,232681.0508,232699.5572,232718.0636,232736.57,232755.0764,232773.5828,232792.0892,232810.5956,232829.102,232847.6085,232866.1149,232884.6213
969,232903.1277,232921.6341,232940.1405,232958.6469,232977.1533,232995.6597,233014.1661,233032.6725,233051.1789,233069.6853,233088.1917,233106.6981,233125.2046
970,233143.711,233162.2174,233180.7238,233199.2302,233217.7366,233236.243,233254.7494,233273.2558,233291.7622,233310.2686,233328.775,233347.2814,233365.7878
971,233384.2942,233402.8007,233421.3071,233439.8135,233458.3199,233476.8263,233495.3327,233513.8391,233532.3455,233550.8519,233569.3583,233587.8647,233606.3711
972,233624.8775,233643.3839,233661.8903,233680.3968,233698.9032,233717.4096,233735.916,233754.4224,233772.9288,233791.4352,233809.9416,233828.448,233846.9544
973,233865.4608,233883.9672,233902.4736,233920.98,233939.4864,233957.9929,233976.4993,233995.0057,234013.5121,234032.0185,234050.5249,234069.0313,234087.5377
974,234106.0441,234124.5505,234143.0569,234161.5633,234180.0697,234198.5761,234217.0825,234235.589,234254.0954,234272.6018,234291.1082,234309.6146,234328.121
975,234346.6274,234365.1338,234383.6402,234402.1466,234420.653,234439.1594,234457.6658,234476.1722,234494.6786,234513.1851,234531.6915,234550.1979,234568.7043
976,234587.2107,234605.7171,234624.2235,234642.7299,234661.2363,234679.7427,234698.2491,234716.7555,234735.2619,234753.7683,234772.2747,234790.7812,234809.2876
977,234827.794,234846.3004,234864.8068,234883.3132,234901.8196,234920.326,234938.8324,234957.3388,234975.8452,234994.3516,235012.858,235031.3644,235049.8708
978,235068.3773,235086.8837,235105.3901,235123.8965,235142.4029,235160.9093,235179.4157,235197.9221,235216.4285,235234.9349,235253.4413,235271.9477,235290.4541
